"","perf_mean_Tmax","perf_sd_Tmax","perf_mean_inf","perf_sd_inf","inst_mean_Tmax","inst_sd_Tmax","inst_mean_inf","inst_sd_inf"
"MC-UAMS",0.0574392059548812,0.0133781783150713,0.0546866846376754,0.00931045284349931,0.145794542926869,0.0285452088193859,0.031709048006577,0.00954136447350617
"PUBD",0.0578250254626559,0.0130471062273519,NA,NA,0.149001136650047,0.0286693279372846,NA,NA
