"x"
0
0
10.8
20.736
29.73672
37.8531144
45.162120888
51.74137463976
57.6630129527352
62.9925711172385
67.7891960596544
72.1061646083067
75.9914379492228
79.4881844007722
82.6352563272423
85.4676210934859
88.0167493918586
90.3109648627575
92.3757587872046
94.2340733193793
95.9065563983831
97.4117911694991
98.7665024635068
99.9857426281147
101.083058776262
102.070643309595
102.959469389594
103.759412861594
104.479361986393
105.127316198713
105.7104749898
106.235317901779
106.70767652256
107.132799281263
107.515409764096
107.859759198645
108.169673689739
108.448596731724
108.699627469511
108.925555133519
109.128890031126
109.311891438972
109.476592706034
109.624823846389
109.758231872709
109.878299096397
109.986359597716
110.083614048904
110.171143054972
110.249919160434
110.320817655349
