"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
0,-5,-9.5,2.65,13.585,23.4265,32.28385,40.255465,47.4299185,53.88692665,51.949824205,57.1800008065,61.88715974785,66.123602795065,69.9364015375585,73.3679204058026,76.4562873872224,79.2358176705002,81.7373949254501,80.9869217489651,83.0131993254746,84.8368491443332,86.4781339813059,85.9857485302141,85.5426016242314,86.7390982703845,86.3801492765386,86.0570951820772,86.9293412371229,87.7143626866639,88.4208819912508,88.2089261998748,88.7812068365902,89.296259409634,89.7598067253735,90.1769993095391,90.5524726352881,90.8903986284621,90.7890208305099,91.0627408849809,91.3090889340048,91.2351845192977,91.1686705460612,91.3482582737996,91.5098872287642,91.4613985422748,91.5923179957962,91.7101455039654,91.8161902613176,91.7843768341119
0,-5,8.5,20.65,31.585,41.4265,50.28385,58.255465,55.8639805,62.32098865,68.132295985,73.3624725865,71.79341960605,76.029862653265,74.7589297391005,78.1904486073447,77.1609929468714,76.2344828524455,75.4006237674622,74.6501505909772,73.9747247321407,73.3668414591878,72.8197465135303,74.2969028668057,75.6263435847536,76.8228402309066,76.4638912370607,76.1408371425994,77.013083197645,77.798104647186,78.504623951773,79.1404913259012,79.7127719626166,80.2278245356605,80.6913718514,81.1085644355655,81.4840377613145,81.8219637544886,82.1260971483453,82.3998172028163,82.6461652518402,82.572260837133,82.7718027568424,82.9513904845808,83.1130194395454,83.2584854990135,83.3894049525348,83.507232460704,83.4718842082533,83.4400707810476
0,-5,8.5,20.65,17.005,26.8465,23.89405,21.236845,18.8453605,16.69302445,14.755922005,19.9860986065,24.69325754785,28.929700595065,32.7424993375585,31.5986597148104,34.6870266962302,33.7605166018043,32.9266575168209,32.1761843403359,34.2024619168454,36.026111735704,37.6673965726767,37.1750111215848,38.5044518395327,39.7009484856858,40.7777954672236,40.4547413727622,41.3269874278079,41.0653136112942,41.7718329158811,41.559877124505,41.3691169122666,41.8841694853104,42.3477168010499,42.7649093852155,43.1403827109644,43.4783087041385,43.7824420979952,44.0561621524662,43.9740461361249,44.1957593802464,44.12924540701,44.3088331347484,44.470462089713,44.4219734032236,44.5528928567449,44.6707203649141,44.6353721124634,44.7308123940804
0,-5,-9.5,2.65,13.585,23.4265,32.28385,40.255465,47.4299185,53.88692665,51.949824205,57.1800008065,61.88715974785,66.123602795065,69.9364015375585,73.3679204058026,76.4562873872224,79.2358176705002,81.7373949254501,80.9869217489651,83.0131993254746,82.4053160525218,84.0466008894945,85.5237572427699,86.8531979607178,86.4543657453334,86.0954167514875,87.0645790348715,87.9368250899171,87.6751512734034,88.3816705779903,89.0175379521186,88.8267777398801,88.6550935488655,89.118640864605,89.5358334487705,89.4106756735209,89.7486016666949,90.0527350605516,90.3264551150226,90.5728031640465,90.7945164081681,90.7280024349316,90.90759016267,91.0692191176346,91.0207304311452,90.9770906133048,90.9378147772484,91.0438595346007,91.1392998162177
0,-5,-9.5,2.65,13.585,23.4265,32.28385,40.255465,47.4299185,53.88692665,59.698233985,57.9548417845,56.38578880405,60.622231851265,64.4350305937585,67.8665494620027,70.9549164434224,73.7344467267002,76.2360239816501,78.4874435111051,80.5137210876146,79.9058378146618,81.5471226516345,83.0242790049099,84.3537197228578,85.5502163690109,86.6270633505486,86.3040092560873,86.0132605710721,86.7982820206131,87.5048013252001,88.1406686993283,88.7129493360437,89.2280019090876,89.6915492248271,89.5524850301053,89.4273272548556,89.7652532480297,90.0693866418864,90.3431066963574,90.5894547453813,90.5155503306741,90.7150922503835,90.8946799781219,91.0563089330865,91.2017749925546,91.3326944460759,91.4505219542451,91.5565667115974,91.6520069932144
0,-5,8.5,4.45,15.385,12.1045,20.96185,28.933465,36.1079185,42.56492665,48.376233985,53.6064105865,58.31356952785,62.550012575065,66.3628113175585,69.7943301858027,68.7648745253294,67.8383644309035,70.3399416858535,72.5913612153085,74.617638791818,76.4412886106765,78.0825734476492,79.5597298009246,80.8891705188725,82.0856671650256,83.1625141465634,82.839460052102,82.5487113670868,83.3337328166279,84.0402521212148,84.676119495343,85.2484001320585,85.0767159410438,85.5402632567833,85.9574558409489,85.8322980656992,85.7196560679745,85.6182782700223,85.5270382518653,85.444922235524,85.6666354796455,85.8661773993549,86.0457651270933,86.2073940820579,86.1589053955685,86.2898248490898,86.407652357259,86.5136971146113,86.6091373962283
0,-5,8.5,4.45,15.385,25.2265,34.08385,42.055465,49.2299185,55.68692665,61.498233985,66.7284105865,71.43556952785,75.672012575065,74.4010796609005,73.2572400381525,76.3456070195722,79.12513730285,81.6267145578,83.8781340872549,83.2027082284185,82.5948249554656,82.047730009808,83.5248863630835,84.8543270810313,86.0508237271844,87.1276707087222,86.8046166142609,86.5138679292457,87.2988893787867,88.0054086833737,88.6412760575019,89.2135566942173,89.7286092672612,90.1921565830007,90.6093491671662,90.9848224929152,91.3227484860893,91.626881879946,91.900601934417,91.8184859180757,92.0401991621972,91.9736851889607,92.1532729166992,92.0993965983776,92.0509079118883,92.1818273654096,92.2996548735788,92.405699630931,92.5011399125481
0,-5,8.5,4.45,0.804999999999999,-2.4755,6.38185,14.353465,21.5279185,27.98492665,33.796233985,39.0264105865,43.73356952785,47.970012575065,51.7828113175585,55.2143301858027,58.3026971672224,57.3761870727965,56.5423279878132,55.7918548113282,57.8181323878377,59.6417822066962,59.0946872610386,58.6023018099468,58.1591549039642,57.7603226885798,57.4013736947339,57.0783196002726,57.9505656553182,58.7355871048592,59.4421064094462,59.2301506180701,59.8024312547855,60.3174838278294,60.7810311435689,61.1982237277344,61.0730659524847,61.4109919456588,61.7151253395155,61.9888453939865,61.9067293776452,61.832824962938,61.7663109897016,61.94589871744,61.8920223991185,62.0374884585866,62.1684079121079,62.2862354202771,62.3922801776294,62.4877204592464
0,-5,8.5,20.65,17.005,13.7245,10.77205,8.114845,5.7233605,3.57102445,1.633922005,-0.109470195500003,4.59768874585,8.834131793065,12.6469305355585,16.0784494038027,19.1668163852224,21.9463466685001,24.4479239234501,26.6993434529051,28.7256210294146,28.1177377564618,29.7590225934345,31.2361789467099,32.5656196646577,33.7621163108108,33.4031673169649,33.0801132225036,32.7893645374884,33.5743859870294,34.2809052916163,34.0689495002403,33.8781892880018,34.3932418610457,34.2387260891325,34.655918673298,34.5307608980484,34.4181189003237,34.7222522941804,34.9959723486514,34.9138563323101,34.8399519176029,34.7734379443665,34.7135753684536,34.8752043234182,35.0206703828864,35.1515898364077,35.2694173445769,35.3754621019291,35.4709023835462
0,-5,8.5,20.65,31.585,41.4265,50.28385,47.626645,45.2351605,43.08282445,48.894131785,54.1243083865,58.83146732785,63.067910375065,66.8807091175585,70.3122279858027,69.2827723253294,72.0623026086072,74.5638798635572,76.8152993930122,78.8415769695217,80.6652267883802,82.3065116253529,81.8141261742611,83.143566892209,84.340063538362,85.4169105198998,86.3860728032838,87.2583188583294,86.9966450418158,87.7031643464027,87.4912085550266,88.063489191742,88.5785417647859,89.0420890805254,89.4592816646909,89.3341238894413,89.6720498826154,89.976183276472,90.249903330943,90.4962513799669,90.7179646240885,90.9175065437978,91.0970942715363,91.2587232265008,91.404189285969,91.3605494681285,91.3212736320721,91.2859253796214,91.3813656612384
