"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51"
0,3,7.29894685177132,10.8480021906907,14.106192879634,17.0257480138368,19.6559125946792,22.0225473926315,24.1526214423517,26.0696675274583,27.79501311865,29.3478233272695,30.7453526798246,32.0031290641432,33.1351278166305,34.1539266925481,35.0708456811382,35.8960727708165,36.6387771515375,37.3072110941843,37.9088016425668,38.450233136111,38.9375214803008,39.3760809900717,39.7707845488654,40.1260177517797,40.4457276344027,40.7334665287633,40.9924315336879,41.22550003812,41.4352616921089,41.6240471806989,41.7939541204299,41.9468703661878,42.0844949873699,42.2083571464338,42.3198330895913,42.4201614384331,42.5104569523907,42.5917229149525,42.6648622812582,42.7306877109333,42.7899305976408,42.8432491956777,42.8912359339108,42.9344239983206,42.9732932562894,43.0082755884614,43.0397596874162,43.0680953764754,43.0935974966288
0,3,8.44774120990187,13.2334848417049,17.5456550685136,21.426394922998,24.9190698939038,28.0624769794172,30.891543372945,33.4377031264132,35.7292469045648,37.7916363048999,39.6477867652016,41.3183221794731,42.8218040523175,44.1749377378774,45.3927580548813,46.4887963401849,47.475230796958,48.3630218080539,49.1620337180402,49.8811444370278,50.5283440841167,51.1108237664967,51.6350554806387,52.1068640233665,52.5314917118215,52.913656631431,53.2576050590796,53.5671586439633,53.8457568703586,54.0964952741144,54.3221598374947,54.5252579445369,54.7080462408748,54.872555707579,55.0206142276128,55.1538668956432,55.2737942968705,55.3817289579751,55.4788701529693,55.566297228464,55.6449815964093,55.71579752756,55.7795318655957,55.8368927698278,55.8885175836367,55.9349799160647,55.9767960152499,56.0144305045165,56.0483015448566
0,3,8.96702000414953,12.8360760004522,17.0080867628695,20.4458916078716,23.6855861276077,26.53437280032,29.1290403570339,31.4501065198946,33.5455612196253,35.4284857946661,37.1244894216291,38.6502624494749,40.0237477809643,41.2597514992725,42.372215998726,43.3734059472003,44.2744898138227,45.0854593599992,45.8153346782521,46.4722212117085,47.063419667585,47.5954980132978,48.0743686460173,48.5053521595973,48.8932373474916,49.2423340047996,49.5565210017977,49.8392892966049,50.0937807630761,50.3228230823742,50.5289611699841,50.7144854487221,50.8814572996372,51.0317319654374,51.1669791646683,51.2887016439712,51.3982518753461,51.4968470835825,51.5855827709957,51.6654448896673,51.7373207964719,51.802009112596,51.8602285971077,51.9126261331682,51.9597839156227,52.0022259198317,52.0404237236198,52.0748017470291,52.1057419680975
0,3,6.2134287815541,10.1930437200518,14.4313166796226,18.4432539624017,22.113397121627,25.4343915992098,28.4286600804186,31.1251178878514,33.5524160117113,35.7371305267553,37.70341756398,39.4730891234587,41.0657975049699,42.4992362447881,43.7893314704835,44.9504172818443,45.9953945446228,46.9358740909147,47.7823056855223,48.5440941215549,49.2297037142506,49.8467523477569,50.4020961179367,50.9019055111057,51.35173396496,51.7565795734296,52.1209406210524,52.4488655639129,52.7439980124874,53.0096172162045,53.2486744995499,53.4638260545607,53.6574624540705,53.8317352136293,53.9885806972322,54.1297416324748,54.2567864741931,54.3711268317396,54.4740331535315,54.5666488431442,54.6500029637956,54.7250216723819,54.7925385101095,54.8533036640644,54.9079923026238,54.9572120773272,55.0015098745603,55.0413778920701,55.0772591078289
0,3,5.83978146035224,8.42499174553646,10.7578675875577,12.858757368017,14.7498319824099,16.4518567394326,17.9836911393929,19.3623446488548,20.6031333437292,21.7198432819542,22.7248822500955,23.6294173264168,24.4434988961565,25.1761723091434,25.835578380878,26.429043845449,26.9631627635649,27.4438697898697,27.8765061135441,28.265878804851,28.6163142270273,28.931706106986,29.2155587989487,29.4710262217152,29.7009469022051,29.907875514646,30.0941112658427,30.2617234419198,30.4125744003892,30.5483402630117,30.6705295393719,30.7804998880961,30.8794732019479,30.9685491844144,31.0487175686344,31.1208691144323,31.1858055056505,31.2442482577468,31.2968467346335,31.3441853638315,31.3867901301097,31.4251344197601,31.4596442804455,31.4907031550623,31.5186561422175,31.5438138306571,31.5664557502528,31.5868334778889,31.6051734327614
0,3,6.70416587013751,11.0910251203404,14.8818110281906,18.3170399146159,21.4052306108928,24.1851275997952,26.6869563743524,28.9386140055985,30.9651041200506,32.7889454851436,34.4304026745585,35.9077141508857,37.2372944787053,38.4339167738737,39.5108768395057,40.4801408985774,41.3524785517416,42.1375824395894,42.8441759386524,43.4801100878091,44.0524508220501,44.567557482867,45.0311534776023,45.448389872864,45.8239026285995,46.1618641087615,46.4660294409073,46.7397782398385,46.9861521588766,47.2078886860108,47.4074515604317,47.5870581474105,47.7487040756914,47.8941854111442,48.0251186130517,48.1429584947684,48.2490143883135,48.3444646925041,48.4303699662756,48.50768471267,48.5772679844249,48.6398929290044,48.6962553791259,48.7469815842352,48.7926351688336,48.8337233949722,48.8707027984969,48.9039842616692,48.9339375785242
0,3,6.94774569226429,10.7264960942719,14.0545971289348,17.0792530441085,19.7895943776358,22.2336827337336,24.431433022134,26.4101867412359,28.1907509741945,29.7933855312939,31.235705489147,32.5338140880133,33.7021034998907,34.7535673306283,35.6998834224878,36.5515684522385,37.3180847582644,38.0079495227619,38.6288277748675,39.1876182162655,39.6905296076716,40.1431498622985,40.5505080905099,40.9171304962845,41.2470906613266,41.5440548099271,41.8113225436423,42.0518635039962,42.2683503683105,42.4631885461951,42.6385429062905,42.7963618303767,42.9383988620542,43.0662321905639,43.1812821862227,43.2848271823155,43.3780176787991,43.4618891256344,43.5373734277861,43.6053092997226,43.6664515844655,43.7214796407341,43.7710048913758,43.8155776169534,43.8556930699732,43.8917969776911,43.9242904946371,43.9535346598885,43.9798544086148
0,3,8.77099469946697,13.0342739959401,17.1532336693877,20.7748392587964,24.0601810076851,27.0091409944584,29.6655830686222,32.0556602943391,34.2069481762477,36.1430410937664,37.8855447731742,39.4537920077054,40.8652163603019,42.1354977195959,43.2787511120666,44.3076791140452,45.233714331355,46.067146022228,46.8172345454397,47.4923142158981,48.0998859194416,48.6467004525911,49.1388335324377,49.5817533042959,49.9803810989694,50.3391461141753,50.6620346278607,50.9526342901774,51.2141739862626,51.4495597127392,51.6614068665681,51.8520693050142,52.0236654996156,52.1781020747569,52.3170949923841,52.4421886182486,52.5547728815266,52.6560987184768,52.747291971732,52.8293658996617,52.9032324347984,52.9697123164214,53.0295442098821,53.0833929139968,53.1318567477,53.1754741980329,53.2147299033324,53.2500600381021,53.2818571593947
0,3,5.92425512373447,8.73883175960509,11.4208725242248,13.9560665931232,16.3366362095181,18.5597390347549,20.6262050551348,22.5395422367854,24.3051576893315,25.9297513029228,27.4208471033688,28.7864342862505,30.0346953355761,31.1738030439842,32.211771823469,33.1563515857896,34.0149548083695,34.7946092889333,35.5019306151554,36.1431096031839,36.7239109470845,37.2496801155509,37.7253561696395,38.1554886858327,38.54425737678,38.8954933273949,39.2127010226123,39.4990805480447,39.7575495065259,39.9907643206219,40.201140690504,40.3908730536918,40.5619529525626,40.7161862608307,40.8552092543256,40.9805035367008,41.0934098490667,41.1951408054678,41.2867926048311,41.3693557754636,41.4437250111305,41.5107081588261,41.5710344180244,41.6253618098536,41.6742839725723,41.7183363371642,41.7580017339957,41.7937154784307,41.8258699801735
0,3,6.41921921465546,9.66788684191594,12.6325205857743,15.3104203173497,17.7228483175497,19.8945858915548,21.849281323785,23.6085385732082,25.1918775700213,26.6168844476062,27.8993910616661,29.0536471154032,30.092477587852,31.0274250187948,31.8688777080108,32.626185128631,33.3077618072668,33.9211808180575,34.4732579277736,34.9701273265191,35.4173097853903,35.8197739983744,36.1819917900602,36.5079878025773,36.8013842138428,37.0654409839817,37.3030920771067,37.5169780609192,37.7094754463505,37.8827230932386,38.0386459754379,38.1789765694173,38.3052741039988,38.4189418851221,38.5212428881331,38.6133137908429,38.6961776032818,38.7707550344768,38.8378747225523,38.8982824418203,38.9526493891614,39.0015796417685,39.0456168691148,39.0852503737265,39.120920527877,39.1530236666125,39.1819164914745,39.2079200338502,39.2313232219884
